filename,rvec_x,rvec_y,rvec_z,tvec_x,tvec_y,tvec_z
img_0000_pose_0000.png,0.2766384706798069,0.04801168029161328,-3.06396477091708,-0.0016357159305807308,0.14332859807024992,0.5908245264673825
img_0001_pose_0001.png,0.27173467702926274,0.015590847374804042,-3.0664986641095524,-0.0012263504442238647,0.1430248776767091,0.5886715026900573
img_0002_pose_0002.png,0.2568731186209972,-0.01600910448814733,-3.0691229515969147,-0.0007553605648849167,0.1428006638913469,0.5853362778098976
img_0003_pose_0003.png,0.2350709082403148,-0.03705173704203248,-3.0710165161862424,-0.0003885207796380004,0.14262616755232166,0.5819872572642271
img_0004_pose_0004.png,0.20517117618965247,-0.05540466822354307,-3.07298288995907,-0.0001535864561809474,0.14249403866819788,0.5778401330678032
img_0005_pose_0005.png,0.17305411149624825,-0.06143301667031319,-3.0741229469462947,-0.00011589118347185227,0.1424332840166151,0.5741405978799304
img_0006_pose_0006.png,0.14004026636868108,-0.05657123079127207,-3.0747508369789496,-0.00017778288825614328,0.1423476705348785,0.5707758320025289
img_0007_pose_0007.png,0.11158691798239351,-0.041433790437833476,-3.0750544078434565,-0.000437513073626914,0.14236424059414668,0.5683213438091765
img_0008_pose_0008.png,0.0873248431017037,-0.01943482543792312,-3.075354670637888,-0.0005484078450105937,0.14260011030101935,0.5668464331365948
img_0009_pose_0009.png,0.07310716904081353,0.010425794609778235,-3.075054475862329,-0.0008133754020631489,0.14282410297868697,0.5668463341018597
img_0010_pose_0010.png,0.0669251189434783,0.04422169592731707,-3.074652424004102,-0.0009857469741564322,0.1430249995820484,0.5678598862001497
img_0011_pose_0011.png,0.06903232694737334,0.07498912328427487,-3.0739468789130213,-0.0010632115291500128,0.1430973614198715,0.5695698527077144
img_0012_pose_0012.png,0.08625743030475054,0.10916299343104774,-3.0717071590119955,-0.0012179130395203544,0.1432891991200254,0.573204437399675
img_0013_pose_0013.png,0.10765966664856734,0.13020808737629294,-3.069753616730877,-0.0012821123166682146,0.14345916817183613,0.5766667595178899
img_0014_pose_0014.png,0.13750148917726424,0.1460113982675154,-3.0672620456598456,-0.0014823941164287485,0.14352240181681236,0.5807721840081695
img_0015_pose_0015.png,0.1701593640956333,0.1519935453945714,-3.064594750858793,-0.0017392481557735838,0.14344175184913488,0.5844772517933525
img_0016_pose_0016.png,0.20077352649086586,0.14836598074499108,-3.062683199690466,-0.001912187337035742,0.14354568325180173,0.5877620561269085
img_0017_pose_0017.png,0.2309062517950837,0.13289462845371305,-3.061638019109349,-0.0021076710631581113,0.14342596163876403,0.5900962590538072
img_0018_pose_0018.png,0.25476690871934327,0.10794015507465234,-3.0615518602521026,-0.0020714840567627756,0.1433637055770901,0.5914225688890561
img_0019_pose_0019.png,0.2700225202765627,0.0798395681063269,-3.0623326169846004,-0.0018988505192595755,0.14323792073456287,0.5915814892585034
img_0020_pose_0020.png,0.48098155913053114,-0.0011773204431166015,-3.045398456182663,-0.002992080974279394,0.14329642084449368,0.5996401765269471
img_0021_pose_0021.png,0.4513608233209454,-0.09647869460884699,-3.0566470059360222,-0.0006825802515935008,0.14250059197123008,0.5917041661344224
img_0022_pose_0022.png,0.39376402064865906,-0.18077720721665144,-3.065083667791294,0.0015688354484320562,0.14172511278981198,0.5815661911425523
img_0023_pose_0023.png,0.3149315395045192,-0.24011257844799808,-3.0693451969296333,0.0029467240932185695,0.1409095642039982,0.5701275999284484
img_0024_pose_0024.png,0.22141101624668758,-0.2726825456731982,-3.0697252358587166,0.003275143423025394,0.14023421120043472,0.5582155755305461
img_0025_pose_0025.png,0.12437618901808938,-0.273787287278178,-3.068009167566432,0.0024737936504627693,0.13988474295368836,0.5474365589928895
img_0026_pose_0026.png,0.030018750441114923,-0.24208857661081357,-3.066020341962153,0.001075758797213528,0.13997076197486608,0.5384962418592086
img_0027_pose_0027.png,-0.04766287341605637,-0.1853212441005204,-3.065188798943275,-0.0005540967750587421,0.14079566838443844,0.5330636233873715
img_0028_pose_0028.png,-0.10825367640688868,-0.10436636553641296,-3.0667853136081047,-0.0017310199946777808,0.14164103440199577,0.5305561080985727
img_0029_pose_0029.png,-0.14039549466548834,-0.008070014063019635,-3.069465428460774,-0.002285470705662439,0.14261192641015208,0.5321037833618848
img_0030_pose_0030.png,-0.14184308825493885,0.09204264005098733,-3.0716836971773933,-0.0020577040541652357,0.14329673204412055,0.5370958397633794
img_0031_pose_0031.png,-0.11226628207719838,0.18829838079152514,-3.0713109229449786,-0.0013036633697917602,0.14377745165489242,0.5451948798690862
img_0032_pose_0032.png,-0.054215320005352695,0.2695655040845096,-3.06674836151731,-0.000734394952919484,0.14391714066884143,0.5557281022903052
img_0033_pose_0033.png,0.024504780942633655,0.3274921641184173,-3.058215041897898,-0.0006890232139429426,0.14384530636714749,0.5672181114504238
img_0034_pose_0034.png,0.11693752874553374,0.35896644027550817,-3.0468670619653446,-0.0013272856063104303,0.14366150214974857,0.5788347367992337
img_0035_pose_0035.png,0.21361387372725762,0.3578945895586616,-3.035804314618822,-0.0026080399729767807,0.14364638481118364,0.5892839836893997
img_0036_pose_0036.png,0.30614094394638597,0.32805411314053046,-3.0274895959619785,-0.004127244012772102,0.14364828197071955,0.5977212652361449
img_0037_pose_0037.png,0.3864278065045948,0.26896365050303866,-3.02436222740116,-0.0052663517692529945,0.14364175554000366,0.6031825170199248
img_0038_pose_0038.png,0.4457981806980558,0.192571140311921,-3.026700709364339,-0.005631429682607256,0.14367238447972336,0.6055378136499829
img_0039_pose_0039.png,0.47652771125675475,0.10008791825161065,-3.034810465959156,-0.004788514452941629,0.1436114715645665,0.6043020154961629
img_0040_pose_0040.png,0.6892857924384764,0.04776039653530118,-3.0019514013468567,-0.00816924921935938,0.14398169418493953,0.6030072081892632
img_0041_pose_0041.png,0.6686001794453772,-0.1198037848115247,-3.0278593128188556,-0.0031244421481017703,0.14274219390843876,0.5925300517127954
img_0042_pose_0042.png,0.5956866445069289,-0.2712670965866754,-3.048388840846059,0.0025091978628374602,0.14110241719849823,0.5776692360970688
img_0043_pose_0043.png,0.4760597821212636,-0.3916794168003062,-3.058751332939212,0.006773651842954926,0.13914195431502688,0.5596371493045973
img_0044_pose_0044.png,0.33153216561582394,-0.4656314845693212,-3.057513729442689,0.008581610111857409,0.13770929789283762,0.5402302753850787
img_0045_pose_0045.png,0.17063965910033443,-0.4915072195334541,-3.049193637530064,0.007587927417828796,0.13678690592491938,0.5211896202606268
img_0046_pose_0046.png,0.012918803207227098,-0.46518200153097133,-3.038690099480904,0.004254347464236413,0.13655972793532833,0.5046092104773692
img_0047_pose_0047.png,-0.13161466757976867,-0.39061016094859985,-3.0320831163699244,-6.286822956352529e-05,0.13732041814376916,0.4920816297922623
img_0048_pose_0048.png,-0.2481336251422157,-0.27605994530422584,-3.0325128046841554,-0.003823212418534987,0.13929989589253677,0.4853978522280047
img_0049_pose_0049.png,-0.3274212003570574,-0.1271597122921396,-3.0406573018430683,-0.005796397820759484,0.141268220882342,0.48456903387371886
img_0050_pose_0050.png,-0.3567830224241578,0.04090556633126267,-3.052451819533332,-0.005322556886762617,0.14313163735812354,0.4904846363275768
img_0051_pose_0051.png,-0.3333647523839856,0.210704383490842,-3.0613144234690557,-0.0029075453184924343,0.14408567344827672,0.5015740384126863
img_0052_pose_0052.png,-0.258772593779499,0.3600290165396073,-3.061576163381845,-4.287230697799836e-05,0.14424550968800448,0.5170408611884033
img_0053_pose_0053.png,-0.14131881546550432,0.47734736304743774,-3.0499280455188167,0.0018240485181880836,0.14373963458383052,0.5355453583606838
img_0054_pose_0054.png,0.0037149177600504513,0.5484468695811494,-3.028846101707099,0.0016363845876877622,0.143088709728466,0.5551321789811696
img_0055_pose_0055.png,0.1605423089395912,0.5688400864033013,-3.0037059763785336,-0.0007074203493663838,0.14263901981070223,0.5734088196678052
img_0056_pose_0056.png,0.31675593651586337,0.5421034232373652,-2.980686051484382,-0.004528193311250488,0.14256027492772988,0.5889921638190487
img_0057_pose_0057.png,0.45884667905583426,0.47188062083703614,-2.9659273218929996,-0.008598175319646887,0.14287857569020576,0.6005817371483262
img_0058_pose_0058.png,0.5769313686065641,0.3584312564049283,-2.9648141498297216,-0.011302021317305443,0.14356982544980082,0.6070424526518747
